FeatureUID,DsgAttr01,Country,FeatureNam,NameVar,FeatureTyp,Latitude,Longitude,LocConfid,DsgAttr02,DsgAttr03,DsgAttr04,DsgAttr05,DsgAttr06,DsgAttr07,DsgAttr08,OperateNam,OwnerName,Website,DsgAttr09,Label1,LocSource1,InfSource1,ADM1,DsgAttr10,geometry,index__africa,id,infra,name,iso3,Continent_Code,node_id,index__corridor,OBJECTID,Project_code,Project_name,Corridor_name,Infrastructure_development_type,Status,Region_or_province,Description,Launch_year,USD_amount__Million__Minimum,USD_amount__Million__Maximum,Amount_description,Distance__km__Minimum,Distance__km__Maximum,GIS_distance,Area__Km2_,Supplier_or_recipient_of_goods_or_services,Key_beneficiaries,Commodities_traded_or_transported,Name_of_donors_or_financiers,Amount_funded__USD_millions__per_donor_type,Type_of_major_donors_or_financiers,FeatureUID_left,Country_left,id_left,infra_left,name_left,iso3_left,Continent_Code_left,node_id_left,id_right,infra_right,name_right,iso3_right,Continent_Code_right,node_id_right,Country_right,FeatureUID_right,index_right,ISO_A3
MGp02,MGp02a,Madagascar,Port D'Ehoala,<Null>,General Cargo Port,-25.066622,46.96481,E,N,Titanium,Ilmenite,-999.0,NA,<Null>,<Null>,QIT Madagascar Minerals,QIT Madagascar Minerals,<Null>,Rio Tinto Fer Et Titane Plant,MGp2,Google Earth,"MGp004, MGp005",Toliary,N/A,POINT (46.96481000046803 -25.066621999316162),167.0,port340,port,Faradofay_Madagascar,MDG,AF,port340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGp04,MGp04a,Madagascar,Tôlanaro,Tolagnaro,General Cargo Port,-25.027801,46.996049,E,Y,Graphite,High-Quality Flake Graphite,-999.0,NA,<Null>,Molo Graphite Mine,NextSource Materials Inc.,Tolagnaro Port Authority,<Null>,<Null>,MGp4,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, MRp006",Toliary,47470,POINT (46.99604900012947 -25.027801000213003),167.0,port340,port,Faradofay_Madagascar,MDG,AF,port340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGp03,MGp03a,Madagascar,Toamasina,Port of Tamatave,Oil and Gas Terminal,-18.157553,49.427314,E,Y,Oil and Gas Products,"Crude Oil, Liquefied Natural Gas (LNG)",-999.0,NA,<Null>,<Null>,GRT,Société du Port à Gestion Autonome de Toamasina (SPAT),http://www.port-toamasina.com/,<Null>,MGp3,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, MGp003, MGp005",Toamasina,47540,POINT (49.427313999854896 -18.157553000184244),169.0,port1301,port,Toamasina_Madagascar,MDG,AF,port1301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRp01,MRp01a,Mauritania,Nouadhibou,<Null>,Bulk Commodities Port,20.898902,-17.052944,E,Y,Iron and Steel,"Iron Ore Pellets, 70% Fe",12.0,Million metric tons,<Null>,Mining Areas Near Fdérik And Zouérat via the Mauritiania Railway,<Null>,Nouadhibou Port Authority,<Null>,<Null>,MRp1,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, MRp001, MRp004",Dakhlet Nouadhibou,45812,POINT (-17.05294399966231 20.898902000075122),240.0,port830,port,Nouadhibou_Mauritania,MRT,AF,port830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRp02,MRp02a,Mauritania,Nouakchott,Port of Friendship,Bulk Commodities Port,18.035633,-16.02391,E,Y,Sand,Silica Sand,-999.0,NA,<Null>,<Null>,CMA CGM,Port Autonome de Nouakchott (PANPA),http://www.port-nouakchott.com/fr,<Null>,MRp2,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, MRp002",Nouakchott,45814,POINT (-16.023909999908717 18.035633000676288),241.0,port831,port,Nouakchott_Mauritania,MRT,AF,port831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,MRT
MUp01,MUp01a,Mauritius,Port Louis,<Null>,Oil and Gas Terminal,-20.143158,57.490517,E,Y,"Oil and Gas Products, Refined","White Oil (Motor Gasoline, Ethanol, Gas Oil, Aviation Fuel), Fuel Oil, Liquefied Petroleum Gas (LPG)",1.5,Million metric tons,<Null>,<Null>,<Null>,Mauritius Ports Authority (MPA),http://www.mauport.com/,"Indian Ocean Islands, East Africa",MUp1,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, MUp001, MUp003",Port Louis,47720,POINT (57.49051699972806 -20.143158000122746),249.0,port965,port,Port Louis_Mauritius,MUS,AF,port965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAp01,MAp01a,Morocco,Agadir,<Null>,Bulk Commodities Port,30.428969,-9.647401,E,Y,Coal,Unspecified,-999.0,NA,<Null>,<Null>,<Null>,Societe d'Exploitation des Ports SA (SODEP),https://www.marsamaroc.co.ma,<Null>,MAp1,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, MAp009",Souss - Massa - Draâ,45802,POINT (-9.647401000463335 30.428968999960713),133.0,port10,port,Agadir_Morocco,MAR,AF,port10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.0,MAR
MAp02,MAp02a,Morocco,Casablanca,<Null>,Bulk Commodities Port,33.607233,-7.600243,E,Y,Fertilizer,Phosphate,-999.0,NA,<Null>,<Null>,OCP,Societe d'Exploitation des Ports SA (SODEP),https://www.marsamaroc.co.ma,<Null>,MAp2,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, MAp013, MZp012",Grand Casablanca,45793,POINT (-7.600243000164197 33.60723300007578),134.0,port220,port,Casablanca_Morocco,MAR,AF,port220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.0,MAR
MAp03,MAp03a,Morocco,El Jorf Lasfar,<Null>,Bulk Commodities Port,33.12593,-8.624282,E,Y,Fertilizer,Phosphate (Crude),-999.0,NA,<Null>,<Null>,OCP,Societe d'Exploitation des Ports SA (SODEP),https://www.marsamaroc.co.ma,<Null>,MAp3,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, MAp010",Doukkala - Abda,45796,POINT (-8.624282000125788 33.125930000123844),135.0,port319,port,El Jorf Lasfar_Morocco,MAR,AF,port319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.0,MAR
MAp05,MAp05a,Morocco,Mohammedia,<Null>,Oil and Gas Terminal,33.715103,-7.395879,E,Y,Oil and Gas Products,"Crude Oil, Liquefied Petroleum Gas (LPG)",-999.0,NA,<Null>,<Null>,<Null>,Societe d'Exploitation des Ports SA (SODEP),https://www.marsamaroc.co.ma,<Null>,MAp5,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, MAp004",Grand Casablanca,45790,POINT (-7.395879000383671 33.7151029993937),136.0,port756,port,Mohammedia_Morocco,MAR,AF,port756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.0,MAR
MAp06,MAp06a,Morocco,Port Nador,<Null>,Bulk Commodities Port,35.276804,-2.917286,E,Y,Ores,"Clay, Lead, Barium (Barite), and Bentonite",-999.0,NA,<Null>,<Null>,<Null>,Societe d'Exploitation des Ports SA (SODEP),https://www.marsamaroc.co.ma,<Null>,MAp6,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, MAp003",Oriental,45762,POINT (-2.9172859994803835 35.27680400031794),137.0,port971,port,Port Nador_Morocco,MAR,AF,port971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAp07,MAp07b,Morocco,Safi,<Null>,Bulk Commodities Port,32.309835,-9.246361,E,Y,Fertilizer,"Phosphoric Acid, Caustic Soda",-999.0,NA,<Null>,<Null>,<Null>,Societe d'Exploitation des Ports SA (SODEP),https://www.marsamaroc.co.ma,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, MAp006",Doukkala - Abda,45797,POINT (-9.246360999982075 32.309834999985355),138.0,port1118,port,Safi_Morocco,MAR,AF,port1118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.0,MAR
MAp08,MAp08a,Morocco,Tangier-Mediterranean,Tanger,Bulk Commodities Port,35.86178,-5.537478,E,Y,Mineral Products,Unspecified Containerized Minerals,-999.0,NA,<Null>,<Null>,Eurogate Tangier (Eurogate),Tanger Med Port Authority,http://www.tmpa.ma/en/,<Null>,MAp8,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, MAp005",Tanger - Tétouan,45753,POINT (-5.5374780006279165 35.861780000820744),139.0,port1265,port,Tangier-Mediterranean_Morocco,MAR,AF,port1265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZp01,MZp01c,Mozambique,Beira,<Null>,Bulk Commodities Port,-19.818507,34.835331,E,Y,Coal,Unspecified (Bulk),6.0,Million metric tons,<Null>,Moatize Region of Tete Province,Cornelder de Moçambique (CdM),"Portos e Caminhos de Ferro de Moçambique, E.P.",https://www.cfm.co.mz/index.php/pt/,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, MZp009, MZp008, MZp012",Sofala,46890,POINT (34.83533100062193 -19.818506999496545),182.0,port137,port,Beira_Mozambique,MOZ,AF,port137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZp02,MZp02a,Mozambique,Maputo,<Null>,Bulk Commodities Port,-25.961353,32.550781,E,Y,Ferroalloys,"Ferrochrome, Ferronickel",4.5,Million metric tons,<Null>,<Null>,<Null>,Maputo Port Development Co. (MPDC),<Null>,<Null>,MZp2,"NGA-WPI-Pub150, MZp001, Google Maps","NGA-WPI-Pub150, MZp002, MZp003, MZp012",Maputo City,46870,POINT (32.55078099955803 -25.961352999899926),183.0,port702,port,Maputo_Mozambique,MOZ,AF,port702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,MOZ
MZp03,MZp03b,Mozambique,Nacala,<Null>,Bulk Commodities Port,-14.543914,40.667676,E,Y,Coal,"Coal (Bulk), Premium Hard Coking Coal, High Calorific Thermal Coal",18.0,Million metric tons,<Null>,Coal Mined Near Moatize in Tete Province,Vale Moçambique,"Portos e Caminhos de Ferro de Moçambique, E.P.",https://www.cfm.co.mz/index.php/pt/,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, MZp011, MZp007, MZp012",Nampula,46935,POINT (40.667676000590234 -14.54391400038599),184.0,port784,port,Nacala_Mozambique,MOZ,AF,port784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,MOZ
MZp04,MZp04a,Mozambique,Pemba,<Null>,Oil and Gas Terminal,-12.966628,40.48709,E,N,Oil and Gas Products,Liquefied Natural Gas (LNG),-999.0,NA,<Null>,<Null>,Empresa Nacional de Hidrocarbonetos (ENH),"Portos e Caminhos de Ferro de Moçambique, E.P.",https://www.cfm.co.mz/index.php/pt/,<Null>,MZp4,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, MZp012",Cabo Delgado,46940,POINT (40.48709000048052 -12.966627999470802),185.0,port896,port,Pemba_Mozambique,MOZ,AF,port896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,MOZ
NAp01,NAp01a,Namibia,Luderitz Bay,<Null>,General Cargo Port,-26.641568,15.153546,E,Y,Diamonds,Unspecified,-999.0,NA,<Null>,<Null>,<Null>,Namport,https://www.namport.com.na/,<Null>,NAp1,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, NAp003",!Karas,46650,POINT (15.153546000635743 -26.64156800062052),234.0,port668,port,Luderitz Bay_Namibia,NAM,AF,port668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,NAM
NAp02,NAp02a,Namibia,Walvis Bay,<Null>,Bulk Commodities Port,-22.952062,14.495745,E,Y,Tantalum,Tantalum (Concentrate),-999.0,NA,<Null>,Morropino Mine,<Null>,Namport,https://www.namport.com.na/,<Null>,NAp2,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, NAp001",Erongo,46640,POINT (14.49574499956071 -22.952061999676694),235.0,port1381,port,Walvis Bay_Namibia,NAM,AF,port1381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,NAM
NGp02,NGp02a,Nigeria,Calabar,<Null>,Oil and Gas Terminal,4.972582,8.322704,E,N,Oil and Gas Products,Crude Oil,-999.0,NA,<Null>,<Null>,ECM Terminals Limited Calabar,Nigerian Ports Authority,https://nigerianports.gov.ng/,<Null>,NGp2,"NGA-WPI-Pub150, Google Earth","NGA-WPI-Pub150, NGp001, NGp002",Cross River,46230,POINT (8.322703999612832 4.972582000193372),192.0,port205,port,Calabar_Nigeria,NGA,AF,port205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,NGA
NGp08,NGp08a,Nigeria,Onne,<Null>,Oil and Gas Terminal,4.68411,7.156304,E,Y,Oil and Gas Products,"Crude Oil, Refined Oil Products, Gas (Unspecified)",-999.0,NA,<Null>,<Null>,Messrs Intel Nig. Ltd.,Nigerian Ports Authority,https://nigerianports.gov.ng/,<Null>,NGp8,"NGA-WPI-Pub150, Google Earth","NGA-WPI-Pub150, NGp012",Rivers,46208,POINT (7.156304000018114 4.684110000005944),195.0,port851,port,Onne_Nigeria,NGA,AF,port851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,NGA
NGp09,NGp09b,Nigeria,Port Harcourt,<Null>,Oil and Gas Terminal,4.758376,7.005019,E,Y,"Oil and Gas Products, Refined","Diesel, Dual Purpose Kerosene (DPK), Petrol, Base Oil",-999.0,NA,<Null>,<Null>,BUA Port and Terminals Ltd,Nigerian Ports Authority,https://nigerianports.gov.ng/,<Null>,<Null>,"NGA-WPI-Pub150, NGp008, NGp009, Google Earth","NGA-WPI-Pub150, NGp007, NGp009",Rivers,46210,POINT (7.00501900016423 4.758375999763587),196.0,port954,port,Port Harcourt_Nigeria,NGA,AF,port954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,NGA
REp01,REp01a,Réunion (France),Le Port,Le Port des Galets,Bulk Commodities Port,-20.932644,55.326278,E,N,Cement,"Cement (Bulk), Cement (Bagged), Clinker",500000.0,Metric tons,<Null>,<Null>,"Ciments de Bourbon, SA (Holcim Outre-Mer)",Chamber of Commerce and Industry of Réunion,https://reunion.cci.fr/,<Null>,REp1,Google Earth,"REp001, REp002, REp003",Saint-Denis,N/A,POINT (55.326277999750324 -20.932644000145046),248.0,port950,port,Port Est_Reunion,REU,AF,port950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNp01,SNp01a,Senegal,Dakar,<Null>,Oil and Gas Terminal,14.687497,-17.426862,E,Y,Oil and Gas Products,"Refined Hydrocarbons, Crude Oil, Gas, Bitumen",-999.0,NA,<Null>,<Null>,SEA-invest N.V.,Direction Générale du Port Autonome de Dakar Dubaï Port,https://www.portdakar.sn/en,<Null>,SNp1,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, SNp001, SNp005, SNp003",Dakar,45820,POINT (-17.426861999946656 14.687497000244042),211.0,port272,port,Dakar_Senegal,SEN,AF,port272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,SEN
SCp01,SCp01a,Seychelles,Victoria,Mahe Quay,Oil and Gas Terminal,-4.628114,55.464133,E,Y,"Oil and Gas Products, Refined","Jet A1, Fuel Oil, Gas Oil, Kerosene, Liquefied Petroleum Gas (LPG)",-999.0,NA,<Null>,<Null>,Port Victoria Port Authority,Seychelles Ports Authority,http://www.seyport.sc/,<Null>,SCp1,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, SCp001",Mont Fleuri,47220,POINT (55.46413299943172 -4.628114000297616),258.0,port1361,port,Victoria_Seychelles,SYC,AF,port1361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLp02,SLp02a,Sierra Leone,Freetown,QE II Quay,Bulk Commodities Port,8.49347,-13.213234,E,N,Iron and Steel,High-Grade >65% Iron Ore Concentrate (Marampa Mine Blue Hematite),-999.0,NA,<Null>,Marampa Mine,SL Mining,Sierra Leone Ports Authority,https://www.ncpsl.gov.sl/slpa/,<Null>,SLp2,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, SLp001, SLp003, SLp006",Western,45862,POINT (-13.213233999839357 8.49347000011801),220.0,port360,port,Freetown_Sierra Leone,SLE,AF,port360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOp01,SOp01a,Somalia,Berbera,Somaliland,Oil and Gas Terminal,10.437517,44.996133,E,N,"Oil and Gas Products, Refined",Fuel Oil,-999.0,NA,<Null>,<Null>,Somali Ports Authority,Somali Ports Authority,https://www.berberaseaport.net/,<Null>,SOp1,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, SOp001, SOp002, SOp003, SOp005",Woqooyi Galbeed,47820,POINT (44.99613299954845 10.437516999576083),187.0,port146,port,Berbera_Somalia,SOM,AF,port146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.0,-99
SOp02,SOp02a,Somalia,Boosaaso,Puntland,Oil and Gas Terminal,11.290326,49.180982,E,Y,"Oil and Gas Products, Refined",Diesel (not Bulk),36200.0,Metric tons,<Null>,<Null>,Ministry of Marine Transport and Ports,Somali Ports Authority,<Null>,<Null>,SOp2,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, SOp001, SOp002",Bari,47830,POINT (49.18098199990811 11.290326000379478),188.0,port157,port,Boosaaso_Somalia,SOM,AF,port157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,SOM
ZAp02,ZAp02a,South Africa,Durban,<Null>,Oil and Gas Terminal,-29.891513,31.024477,E,Y,Oil and Gas Products,Liquid Bulk and Petroleum Products,-999.0,NA,<Null>,<Null>,Sapref/Engen/Total,Transnet National Port Authority,https://www.transnetnationalportsauthority.net/Pages/default.aspx,Johannesburg,<Null>,"NGA-WPI-Pub150, Google Maps, ZAp006","NGA-WPI-Pub150, ZAp003, WRLDp001, ZAp006",KwaZulu-Natal,46850,POINT (31.024477000606066 -29.891513000039147),202.0,port311,port,Durban_South Africa,ZAF,AF,port311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZAp03,ZAp03a,South Africa,East London,<Null>,Bulk Commodities Port,-33.024996,27.909525,E,Y,Copper,Unspecified (Bulk),-999.0,NA,<Null>,Zambia,Transnet Port Terminals,Transnet National Port Authority,https://www.transnetnationalportsauthority.net/Pages/default.aspx,China,ZAp3,"NGA-WPI-Pub150, Google Maps, ZAp004","NGA-WPI-Pub150, ZAp003, ZAp008, ZAp018",Eastern Cape,46830,POINT (27.90952499985048 -33.02499600039725),203.0,port315,port,East London_South Africa,ZAF,AF,port315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZAp07,ZAp07a,South Africa,Richards Bay,<Null>,Bulk Commodities Port,-28.788891,32.03952,E,N,Coal,Unspecified (Bulk),72.0,Million metric tons,<Null>,"From Mines in Mpumalanga, Kwazulu-Natal",Richards Bay Coal Terminal (Proprietary) Ltd. (RBCT),Transnet National Port Authority and Ingwe (Subsidiary of BHP Billiton Ltd.),https://www.transnetnationalportsauthority.net/Pages/default.aspx,<Null>,ZAp7,"NGA-WPI-Pub150, Google Maps, ZAp003","NGA-WPI-Pub150, ZAp001, ZAp003, WRLDp001, ZAp013, ZAp017",KwaZulu-Natal,46855,POINT (32.03952000052487 -28.788891000350528),205.0,port1099,port,Richards Bay_South Africa,ZAF,AF,port1099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,ZAF
ZAp08,ZAp08a,South Africa,Saldanha Bay,<Null>,Bulk Commodities Port,-33.004957,17.99836,E,Y,Iron and Steel,Iron Ore,60.0,Million metric tons,<Null>,Mines Near Sishen in Northern Cape,<Null>,Transnet National Port Authority,https://www.transnetnationalportsauthority.net/Pages/default.aspx,<Null>,ZAp8,"NGA-WPI-Pub150, Google Maps, ZAp004","NGA-WPI-Pub150, ZAp001, ZAp003, WRLDp001, WRLDp002, ZAp014, ZAp015",Western Cape,46750,POINT (17.998360000444055 -33.004956999326836),206.0,port1133,port,Saldanha Bay_South Africa,ZAF,AF,port1133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDp01,SDp01a,Sudan,Port Sudan,<Null>,Bulk Commodities Port,19.6,37.233333,E,Y,Cement,Sea Bulk Cement,-999.0,NA,<Null>,<Null>,Sudan Sea Ports Corporation,Sudan Sea Ports Corporation,http://sudanports.gov.sd/web/en/,<Null>,SDp1,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, SDp002",Red Sea,47940,POINT (37.23333299989406 19.599999999606037),251.0,port977,port,Port Sudan_Sudan,SDN,AF,port977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TZp01,TZp01a,Tanzania,Dar es Salaam,<Null>,Oil and Gas Terminal,-6.829856,39.28864,E,Y,Oil and Gas Products,"Crude Oil, Refined Oil Products",6.0,Million metric tons,<Null>,<Null>,Tanzania International Container Terminal Services Ltd (TICTS),Tanzania Port Authority,http://www.tanzaniaports.com/index.php/en/,<Null>,TZp1,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, TZp001",Dar es Salaam,47010,POINT (39.28864000048148 -6.829855999739152),212.0,port278,port,Dar Es Salaam_Tanzania,TZA,AF,TZA_port_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,TZA
TZp02,TZp02a,Tanzania,Zanzibar,Malindi Port (Unguja),Oil and Gas Terminal,-6.155894,39.192739,E,Y,"Oil and Gas Products, Refined","Petroleum Products, Kerosene, Diesel, Jet Oil",-999.0,NA,<Null>,<Null>,Zanzibar Ports Corporation (ZPC),Zanzibar Maritime Authority (ZMA),https://www.zma.go.tz/,<Null>,<Null>,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, TZp002, TZp003",Zanzibar West,47050,POINT (39.19273899940221 -6.155894000097138),214.0,port1421,port,Zanzibar_Tanzania,TZA,AF,port1421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TGp02,TGp02a,Togo,Lome,<Null>,Oil and Gas Terminal,6.139928,1.282861,E,Y,Oil and Gas Products,"Crude Oil, Refined Oil Products",-999.0,NA,<Null>,<Null>,Port Autonome de Lome,Port Autonome de Lome,https://www.togo-port.net/,"Angola, Côte d’Ivoire, Senegal, Nigeria, Benin",TGp2,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, TGp001, TGp003, TGp004, TGp005",Maritime,46090,POINT (1.2828610007304069 6.139927999747615),233.0,port657,port,Lome_Toga,TGO,AF,port657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,TGO
TNp01,TNp01a,Tunisia,Bizerte,Banzart,Oil and Gas Terminal,37.259565,9.852852,E,Y,Oil and Gas Products,Unspecified,-999.0,NA,<Null>,<Null>,<Null>,Office of Merchant Navy and Ports,http://www.ommp.nat.tn/,<Null>,TNp1,"NGA-WPI-Pub150, TNp015, Google Earth","NGA-WPI-Pub150, TNp001, TNp002, TNp007, TNp015",Bizerte,45440,POINT (9.85285200035293 37.259565000093005),172.0,port115,port,Banzart_Tunisia,TUN,AF,port115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,TUN
TNp02,TNp02a,Tunisia,Gabes,<Null>,Oil and Gas Terminal,33.895473,10.116028,E,Y,Oil and Gas Products,"Crude Oil, Refined Oil Products, Liquefied Petroleum Gas (LPG)",-999.0,NA,<Null>,<Null>,<Null>,Office of Merchant Navy and Ports,http://www.ommp.nat.tn/,<Null>,TNp2,"NGA-WPI-Pub150, TNp015, Google Earth","NGA-WPI-Pub150, TNp007, TNp009, TNp015",Gabès,45375,POINT (10.116027999826082 33.89547300003745),173.0,port371,port,Gabes_Tunisia,TUN,AF,port371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,TUN
TNp04,TNp04a,Tunisia,Mersa Sfax,<Null>,Bulk Commodities Port,34.722642,10.770709,E,Y,Fertilizer,Phosphate and By-Products (Bulk),-999.0,NA,<Null>,<Null>,Group Chimique Tunisien (GCT),Office of Merchant Navy and Ports,http://www.ommp.nat.tn/,<Null>,TNp4,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, TNp004, TNp007, TNp008",Sfax,45390,POINT (10.770709000220906 34.722641999977704),174.0,port733,port,Mersa Sfax_Tunisia,TUN,AF,port733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNp05,TNp05a,Tunisia,Rades,<Null>,Oil and Gas Terminal,36.796251,10.287667,E,N,"Oil and Gas Products, Refined",Unspecified Refined Products,1.2,Million metric tons,<Null>,<Null>,<Null>,Office of Merchant Navy and Ports,http://www.ommp.nat.tn/,<Null>,TNp5,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, TNp003, TNp007",Ben Arous (Tunis Sud),45432,POINT (10.28766699952201 36.7962510000843),177.0,port1329,port,Tunis_Tunisia,TUN,AF,port1329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNp07,TNp07a,Tunisia,Sousse,<Null>,Oil and Gas Terminal,35.824177,10.647382,E,N,"Oil and Gas Products, Refined",Unspecified Refined Products,-999.0,NA,<Null>,<Null>,<Null>,Office of Merchant Navy and Ports,http://www.ommp.nat.tn/,<Null>,TNp7,"NGA-WPI-Pub150, TNp015, Google Earth","NGA-WPI-Pub150, TNp005, TNp007, TNp015",Sousse,45410,POINT (10.647381999796162 35.82417700020529),176.0,port1213,port,Sousse_Tunisia,TUN,AF,port1213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,TUN
TNp08,TNp08a,Tunisia,Zarzis,Zarzia,Oil and Gas Terminal,33.493931,11.118576,E,N,Oil and Gas Products,Crude Oil,-999.0,NA,<Null>,<Null>,<Null>,Office of Merchant Navy and Ports,http://www.ommp.nat.tn/,<Null>,TNp8,"NGA-WPI-Pub150, TNp015, Google Earth","NGA-WPI-Pub150, TNp007, TNp015",Médenine,45365,POINT (11.118575999908792 33.49393099999782),178.0,port1423,port,Zarzis_Tunisia,TUN,AF,port1423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EHp01,EHp01a,Western Sahara,Ad Dakhla,Port of Villa Cisneros,Oil and Gas Terminal,23.659338,-15.944811,E,N,Oil and Gas Products,Oil (Unspecified),-999.0,NA,<Null>,<Null>,<Null>,Societe d'Exploitation des Ports SA (SODEP),www.marsamaroc.co.ma,<Null>,EHp1,"NGA-WPI-Pub150, Google Maps","NGA-WPI-Pub150, EHp001",Oued el Dahab,45808,POINT (-15.944810999958577 23.65933800014397),131.0,port8,port,Ad Dakhla_Western Sahara,ESH,AF,port8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.0,MAR
